req_id,requirements,label
2737,"automatic locking doors at night, i do not forget to lock the doors.",Safety
2738,"sensors throughout the house, I can input what I want to find and the sensors can track it for me.",Other
2739,"a smart vacuum, i do not have to clean.",Health
2740,"a machine that has wash/dry cycle in the same machine., I don't have to take out my clothes to put from the washer to the dryer..",Other
2741,"a smart bathroom, it cleans itself automatically when a pre-determined level of ""dirtiness"" is reached..",Other
2742,"my smart home to start my car for me on cold mornings, the heat is ready to go when I get in the car to drive.",Other
2743,"Directional cat flap motion sensors, I can tell when my cat has gone inside or outside of the house.",Safety
2744,"a smart thermostat, the temperature can automatically be adjusted to save energy.",Energy
2745,"smart shades, they will control the amount of light coming in..",Energy
2746,"air purifier, the air is always clean.",Health
2747,"the heater/AC to turn off when I leave and turn back on when I unlock the front door, so that I can save energy..",Energy
2748,"watcher sensitive television,, it will know who is watching and adjust suggested programs and commercials shown accordingly.",Entertainment
2749,"smart refrigerator, it would tell what food would need to be replaced.",Health
2750,"an alarm to go off if my children's windows open, I can ensure that they are safe..",Safety
2751,"a smart tv that can recognize it's viewer's face, it will automatically go to a favorite selected channel for the main viewer watching.",Entertainment
2752,"my smart home to keep a running weekly calendar which gives me task reminders I put in at the start of each week, I never forget a thing.",Other
2753,"my doors to unlock to police or firefighters, we can be accessed in case of an emergency.",Safety
2754,"outdoor sensors, when an intruder or passersby go by it will automatically light up.",Safety
2755,"smar lighting system,, the mood will adjust based on the time of day and occupant's positions..",Energy
2756,"my garage door to open when my car pulls into the driveway, I don't need to keep track of a garage door opener.",Other
2757,"sensors activated at night by the doors and windows, if an intruder breaks in when everyone is sleeping or gone an alarm will sound the police will be called to the house.",Safety
2758,"my smart home to monitor for mold and other airborne issues, I can be alerted when the air in the home is unsafe.",Health
2759,"temperature sensing oven,, the temperature of the food will be displayed..",Health
2760,"Kitchen counter top motion alarms, A clapping sound will go off to inform my cat he is to get off of the counter immediately.  This will also alert me that he is being naughty again..",Health
2761,"the lights in my room to slowly come on when it is time to wake up, I can be woken ambiently.",Health
2762,"lights and other electronics to be shut off after no movement for 30 minutes, it will save electricity and prevent possible electrical bursts.",Energy
2763,"secure doggy door,, it will only unlock for my dogs..",Safety
2764,"my blinds to close once it gets dark out and open when the sun comes up, I can save myself from having to do it myself..",Other
2765,"my smart home to monitor my baby's breathing at night, I can be alerted if my baby stops breathing.",Health
2766,"fragrance emitter in the bathrooms, when it detects bad odor it will spray.",Entertainment
2768,"smart roofing, it will absorb or reflect the temperature of the outside air to keep the house comfortable..",Energy
2769,"a smart driveway, it will heat up to melt away any snow or ice..",Safety
2770,"smart child sensor, I will be alerted immediately if off-limits areas are accessed by children.",Safety
2771,"a smart water filtration and filling system, I can have a constant supply of clean water to keep up with my hydration needs..",Health
